URL,File Size,Number of Outlink,Content Type
https://www.nytimes.com/2013/04/21/fashion/happiness-inc.html,354961,41,text/html
https://www.nytimes.com/live/2021/well-fresh-start-challenge,926255,98,text/html
https://www.nytimes.com/2021/09/16/arts/music/ti-tiny-sexual-assault.html?searchresultposition=1,281500,45,text/html
https://www.nytimes.com/2021/09/16/us/politics/carnegie-endowment-peace-cuellar.html?searchresultposition=4,282329,44,text/html
https://www.nytimes.com/2021/03/13/style/happiness-course.html?searchresultposition=18,388847,52,text/html
https://www.nytimes.com/2021/08/26/world/asia/kabul-airport-bombing.html,577683,68,text/html
https://www.nytimes.com/2021/09/06/nyregion/9-11-ground-zero-victims-remains.html,440555,49,text/html
https://www.nytimes.com/es/2021/08/23/espanol/ejercito-afganistan-usa-talibanes.html,464045,61,text/html
https://www.nytimes.com/2021/09/05/us/politics/military-drone-strike-kabul.html?searchresultposition=1,402561,72,text/html
https://www.nytimes.com/2021/08/31/us/politics/biden-defends-afghanistan-withdrawal.html?searchresultposition=11,624481,85,text/html
https://www.nytimes.com/es/2021/08/31/espanol/caida-de-kabul.html,497628,59,text/html
https://www.nytimes.com/interactive/2018/02/17/world/africa/niger-ambush-american-soldiers.html,296962,42,text/html
https://www.nytimes.com/2021/09/10/nyregion/sept-11-20-years.html,568086,70,text/html
https://www.nytimes.com/news-event/911-anniversary,790933,91,text/html
https://www.nytimes.com/2020/10/15/magazine/burkina-faso-terrorism-united-states.html,482105,42,text/html
https://www.nytimes.com/by/mark-landler,422747,57,text/html
https://www.nytimes.com/2021/09/11/us/politics/biden-9-11.html,366682,54,text/html
https://www.nytimes.com/2020/03/21/world/africa/al-qaeda-somalia-shabab.html,434799,50,text/html
https://www.nytimes.com/2016/12/08/us/politics/libya-isis-sirte.html,313252,46,text/html
https://www.nytimes.com/2021/09/02/us/caldor-fire-lake-tahoe.html?searchresultposition=19,346617,61,text/html
https://www.nytimes.com/2021/09/02/us/politics/scotus-abortion-decision.html?searchresultposition=2,468738,70,text/html
https://www.nytimes.com/2021/09/02/realestate/can-you-still-afford-a-mortgage.html,370968,44,text/html
https://www.nytimes.com/2021/09/02/climate/new-york-rain-floods-climate-change.html?searchresultposition=18,543350,60,text/html
https://www.nytimes.com/2021/09/02/dining/a-second-life-for-stale-bread.html,344962,47,text/html
https://www.nytimes.com/2003/10/08/us/california-recall-overview-davis-schwarzenegger-big-margins-california-recall.html,344227,39,text/html
https://www.nytimes.com/2021/09/02/technology/elizabeth-holmes-trial-jury.html,471806,60,text/html
https://www.nytimes.com/interactive/2020/obituaries/people-died-coronavirus-obituaries.html,1030494,563,text/html
https://www.nytimes.com/2021/09/09/arts/television/samantha-bee-texas-abortion.html,390953,48,text/html
https://www.nytimes.com/2021/09/08/climate/california-recall-newsom-climate.html?searchresultposition=17,455771,71,text/html
https://www.nytimes.com/2021/09/07/dining/theres-something-about-miso.html,337892,47,text/html
https://www.nytimes.com/2021/09/08/us/california-wildfires-heat-updates.html,383634,56,text/html
https://www.nytimes.com/2021/09/08/business/economy/amazon-labor-california-senate.html,343223,47,text/html
https://www.nytimes.com/2021/09/02/us/politics/scotus-abortion-decision.html,468482,69,text/html
https://www.nytimes.com/live/2021/09/09/us/california-recall-election-vote,927807,165,text/html
https://www.nytimes.com/2021/09/08/us/navy-helicopter-crash-san-diego.html,356549,54,text/html
https://www.nytimes.com/2021/09/08/world/la-vaccine-school-requirement-kids.html,342060,73,text/html
https://www.nytimes.com/2021/09/02/us/politics/roe-v-wade-supreme-court.html,415265,63,text/html
https://www.nytimes.com/interactive/2021/05/18/upshot/abortion-laws-roe-wade-states.html,249174,50,text/html
https://www.nytimes.com/2021/09/08/realestate/hoime-prices-minnesota-virginia-and-california.html,828473,47,text/html
https://www.nytimes.com/2021/09/08/arts/design/institute-of-contemporary-art-san-francisco.html?searchresultposition=11,277518,44,text/html
https://www.nytimes.com/2021/03/01/t-magazine/art-activism-advocacy.html,342983,51,text/html
https://www.nytimes.com/2021/03/02/t-magazine/mens-fashion-classic-tailoring.html,310214,53,text/html
https://www.nytimes.com/2021/03/04/t-magazine/mens-nostalgic-fashion-breezy.html,353365,50,text/html
https://www.nytimes.com/2021/03/05/t-magazine/branches.html,316292,46,text/html
https://www.nytimes.com/2021/06/20/us/eastland-covid-lgbtq-flag-homeowners-association.html,350851,44,text/html
https://www.nytimes.com/2015/11/19/business/smallbusiness/health-care-law-forces-businesses-to-consider-growths-costs.html,347634,55,text/html
https://www.nytimes.com/by/stacy-cowley,385847,55,text/html
https://www.nytimes.com/2021/06/28/climate/california-drought-farming.html,503938,55,text/html
https://www.nytimes.com/2021/08/25/climate/drought-cattle.html,527309,55,text/html
https://www.nytimes.com/by/henry-fountain,309502,55,text/html
https://www.nytimes.com/2021/08/16/climate/colorado-river-water-cuts.html,467780,49,text/html
https://www.nytimes.com/2021/09/09/us/hottest-summer-us-record.html,304551,60,text/html
https://www.nytimes.com/interactive/2020/well/family/well-caregiver-guide.html,88709,31,text/html
https://www.nytimes.com/section/smarter-living,377602,67,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-tech.html,73997,12,text/html
https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html,88245,31,text/html
https://www.nytimes.com/interactive/2018/smarter-living/guide-sugar.html,87840,31,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-entertainment.html,74351,12,text/html
https://www.nytimes.com/interactive/2018/fashion/how-to-dress-up.html,87538,31,text/html
https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html,87717,31,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-hard.html,74242,12,text/html
https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html,87546,31,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-food.html,74217,12,text/html
https://www.nytimes.com/interactive/2020/us/womens-issues-course.html,87805,31,text/html
https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html,88060,30,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-home.html,74204,12,text/html
https://www.nytimes.com/interactive/2018/realestate/real-estate-decorating-guide.html,87997,31,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide.html,74122,12,text/html
https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-cooking.html,74093,12,text/html
https://www.nytimes.com/interactive/2020/climate/cli-timesmachine-promo.html,74274,12,text/html
https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html,88042,30,text/html
https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html,89283,32,text/html
https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html,292714,48,text/html
https://www.nytimes.com/2021/09/16/movies/little-girl-review.html?rref=collection%2fcollection%2fmovie-guide,275737,44,text/html
https://www.nytimes.com/2021/09/16/movies/the-nowhere-inn-review.html?rref=collection%2fcollection%2fmovie-guide,276427,49,text/html
https://www.nytimes.com/2021/09/16/movies/the-eyes-of-tammy-faye-review.html?rref=collection%2fcollection%2fmovie-guide,375163,49,text/html
https://www.nytimes.com/2021/09/16/movies/saint-narcisse-review.html?rref=collection%2fcollection%2fmovie-guide,273017,47,text/html
https://www.nytimes.com/2021/09/16/movies/los-ultimos-frikis-review.html,270048,44,text/html
https://www.nytimes.com/2021/09/16/movies/my-name-is-pauli-murray-review.html?rref=collection%2fcollection%2fmovie-guide,279287,45,text/html
https://www.nytimes.com/2021/09/16/movies/los-ultimos-frikis-review.html?rref=collection%2fcollection%2fmovie-guide,270048,45,text/html
https://www.nytimes.com/2021/09/16/movies/my-name-is-pauli-murray-review.html,279287,44,text/html
https://www.nytimes.com/2021/09/16/movies/in-balanchines-classroom-review.html?rref=collection%2fcollection%2fmovie-guide,279213,48,text/html
https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html?rref=collection%2fcollection%2fmovie-guide,292714,49,text/html
https://www.nytimes.com/2021/09/16/movies/cry-macho-review.html?rref=collection%2fcollection%2fmovie-guide,304786,51,text/html
https://www.nytimes.com/2021/09/16/movies/the-nowhere-inn-review.html,276427,48,text/html
https://www.nytimes.com/2021/09/17/movies/everybodys-talking-about-jamie-review.html?rref=collection%2fcollection%2fmovie-guide,292490,49,text/html
https://www.nytimes.com/2020/10/22/world/americas/hurricane-epsilon.html,401491,61,text/html
https://www.nytimes.com/2020/08/27/us/hurricane-laura-damage.html,594060,50,text/html
https://www.nytimes.com/2020/09/18/us/tropical-storm-wilfred.html,317803,54,text/html
https://www.nytimes.com/2020/11/16/world/hurricane-iota.html,516394,59,text/html
https://www.nytimes.com/2020/05/17/us/tropical-storm-arthur-2020-path.html,303717,46,text/html
https://www.nytimes.com/2020/10/28/us/hurricane-zeta.html,473051,48,text/html
https://www.nytimes.com/2020/11/16/us/hurricane-season-2020.html,410574,67,text/html
https://www.nytimes.com/2020/11/09/climate/atlantic-hurricane-season-record.html,390235,58,text/html
https://www.nytimes.com/2020/10/08/us/hurricane-delta-gulf-coast.html,502053,61,text/html
https://www.nytimes.com/2020/11/15/world/americas/hurricane-iota.html,415900,55,text/html
https://www.nytimes.com/2020/08/06/climate/hurricanes-noaa-prediction.html,353659,52,text/html
https://www.nytimes.com/2020/11/13/world/americas/tropical-storm-iota.html,347617,58,text/html
https://www.nytimes.com/2020/11/12/us/hurricane-eta.html,490715,58,text/html
https://www.nytimes.com/2021/03/18/us/storms-greek-alphabet.html,326173,49,text/html
https://www.nytimes.com/2020/09/15/climate/hurricane-names-2020.html,420667,67,text/html
https://www.nytimes.com/2018/07/23/podcasts/the-daily/roe-wade-abortion-norma-mccorvey.html,402156,83,text/html
https://www.nytimes.com/2021/09/11/nyregion/kamala-harris-speech-shanksville-911.html,321753,44,text/html
https://www.nytimes.com/interactive/2021/03/05/us/covid-deaths.html,462557,93,text/html
https://www.nytimes.com/live/2021/06/02/world/covid-vaccine-coronavirus-mask/how-one-declining-main-street-survived-the-pandemic-asteroid,1221549,148,text/html
https://www.nytimes.com/interactive/2021/08/13/arts/subway-train-sounds.html,247396,46,text/html
https://www.nytimes.com/live/2021/03/06/world/covid-19-coronavirus/we-spoke-to-the-people-the-pandemic-left-behind,1263315,172,text/html
https://www.nytimes.com/interactive/2020/11/11/science/wear-mask-covid-particles-ul-fr.html,194867,48,text/html
https://www.nytimes.com/interactive/2021/06/01/business/wilkes-barre-pa-main-street-recovery.html,205981,52,text/html
https://www.nytimes.com/books/best-sellers/2021/08/01/young-adult-paperback-monthly/,493063,138,text/html
https://www.nytimes.com/2014/05/11/books/review/we-were-liars-by-e-lockhart.html,278912,48,text/html
https://www.nytimes.com/2007/11/11/books/review/barcott3-t.html,294889,45,text/html
https://www.nytimes.com/2021/08/12/magazine/new-jersey-shore.html,455495,49,text/html
https://www.nytimes.com/2021/09/07/us/manville-nj-ida-biden.html,320187,50,text/html
https://www.nytimes.com/2021/09/07/us/politics/biden-hurricane-ida.html,557690,62,text/html
https://www.nytimes.com/2018/04/12/nyregion/new-jersey-renewable-energy.html,373506,53,text/html
https://www.nytimes.com/2021/09/02/nyregion/basement-apartment-floods-deaths.html,535401,58,text/html
https://www.nytimes.com/2012/10/30/us/hurricane-sandy-churns-up-east-coast.html,553463,43,text/html
https://www.nytimes.com/2020/01/27/nyregion/climate-change-nj-environmental-rules.html,432285,62,text/html
https://www.nytimes.com/2014/08/13/science/top-math-prize-has-its-first-female-winner.html,274309,44,text/html
https://www.nytimes.com/2015/07/26/magazine/the-singular-mind-of-terry-tao.html,407397,41,text/html
https://www.nytimes.com/2019/01/16/obituaries/jean-bourgain-dead.html,327450,45,text/html
https://www.nytimes.com/2019/05/30/world/europe/merkel-harvard-speech.html,284814,47,text/html
https://www.nytimes.com/2020/01/27/arts/design/mystic-lamb-ghent-altarpiece-van-eyck.html,373227,45,text/html
https://www.nytimes.com/video/movies/100000007675370/minari-scene.html?action=click&module=video-series-bar&region=header&pgtype=article&playlistid=video%2fanatomy-of-a-scene,1383878,110,text/html
https://www.nytimes.com/2021/09/14/us/newsom-governor-california-recall.html,546534,77,text/html
https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,484995,60,text/html
https://www.nytimes.com/2021/09/14/us/california-recall-constitutional-amendment.html,512322,53,text/html
https://www.nytimes.com/2021/05/10/us/politics/glenn-youngkin-virginia-governor-republicans.html,348745,52,text/html
https://www.nytimes.com/2021/06/10/us/politics/virginia-governor.html,408457,43,text/html
https://www.nytimes.com/2010/09/20/us/politics/20odonnell.html,249850,39,text/html
https://www.nytimes.com/news-event/california-recall-election,766435,80,text/html
https://www.nytimes.com/by/lauren-hard,385637,55,text/html
https://www.nytimes.com/2021/01/11/us/gorillas-coronavirus-san-diego.html,417259,54,text/html
https://www.nytimes.com/interactive/2017/07/17/us/politics/trump-appointments.html,380837,33,text/html
https://www.nytimes.com/by/andrea-kannapell,694850,56,text/html
https://www.nytimes.com/by/patricia-cohen,385354,56,text/html
https://www.nytimes.com/by/jim-wilson,454223,54,text/html
https://www.nytimes.com/by/ruth-fremson,491490,55,text/html
https://www.nytimes.com/by/todd-heisler,507639,52,text/html
https://www.nytimes.com/2021/08/24/health/coronavirus-origins-alina-chan.html,463533,47,text/html
https://www.nytimes.com/2021/08/24/health/delta-covid-vaccine-infection.html,339550,69,text/html
https://www.nytimes.com/2021/08/17/health/racial-disparities-health-care.html,408693,50,text/html
https://www.nytimes.com/2021/08/24/health/diabetes-weight-screening.html,344588,47,text/html
https://www.nytimes.com/live/2021/09/10/world/covid-delta-variant-vaccine/unvaccinated-covid-19-deaths,1327287,166,text/html
https://www.nytimes.com/2021/09/16/us/school-shortages-bus-drivers-workers.html,412375,44,text/html
https://www.nytimes.com/live/2021/08/24/world/covid-delta-variant-vaccine/corporate-vaccine-mandates,3846414,184,text/html
https://www.nytimes.com/2021/08/23/business/chevron-coronavirus-vaccine-mandate.html,352427,52,text/html
https://www.nytimes.com/2021/08/02/business/workplace-vaccine-mandates.html,310938,51,text/html
https://www.nytimes.com/2021/06/10/business/economy/osha-covid-rule.html,337760,53,text/html
https://www.nytimes.com/2021/09/10/business/vaccine-mandate-business.html,485260,73,text/html
https://www.nytimes.com/2021/07/30/business/covid-vaccine-mandates-rto.html,356183,55,text/html
https://www.nytimes.com/2021/09/15/business/biden-business-vaccine-mandate.html,354803,54,text/html
https://www.nytimes.com/by/lauren-hirsch,319789,54,text/html
https://www.nytimes.com/2021/09/10/health/scientists-vaccines.html,343927,53,text/html
https://www.nytimes.com/2021/09/12/world/republican-governors-vaccine-biden.html,351118,52,text/html
https://www.nytimes.com/by/jack-healy,417794,55,text/html
https://www.nytimes.com/by/lauren-mccarthy,344313,53,text/html
https://www.nytimes.com/2021/09/10/us/politics/biden-vaccines.html,421869,54,text/html
https://www.nytimes.com/live/2021/09/10/world/covid-delta-variant-vaccine?action=click&pgtype=article&module&state=default&region=header&context=breakout_link_back_to_briefing,1313100,167,text/html
https://www.nytimes.com/2021/09/07/us/politics/orrin-heatlie-recall-coronavirus.html,280095,54,text/html
https://www.nytimes.com/by/shawn-hubler,460295,54,text/html
https://www.nytimes.com/live/2020/11/23/world/covid-19-coronavirus/the-governor-of-california-is-in-quarantine-with-his-family-after-a-possible-exposure,1216556,130,text/html
https://www.nytimes.com/2021/07/26/health/health-care-workers-vaccine-requirement.html,329422,56,text/html
https://www.nytimes.com/2021/07/26/world/france-covid-pass-required.html,279296,45,text/html
https://www.nytimes.com/by/jennifer-steinhauer,435637,55,text/html
https://www.nytimes.com/interactive/2021/09/19/us/politics/covid-vaccine-letter-biden.html,233670,48,text/html
https://www.nytimes.com/2021/09/19/us/john-shelby-spong-dead.html,363004,47,text/html
https://www.nytimes.com/column/california-today,336001,57,text/html
https://www.nytimes.com/international/section/us,526494,72,text/html
https://www.nytimes.com/es/section/estados-unidos,675611,83,text/html
https://www.nytimes.com/ca/section/us,525108,72,text/html
https://www.nytimes.com/2021/09/19/us/alabama-constitution-racist.html,338678,46,text/html
https://www.nytimes.com/article/tropical-storm-peter-hurricane.html,517945,73,text/html
https://www.nytimes.com/2021/09/18/us/texas-abortion-alan-braid.html,360006,56,text/html
https://www.nytimes.com/2021/09/19/us/politics/telehealth-rural-america.html,366649,50,text/html
https://www.nytimes.com/spotlight/race,716235,80,text/html
https://www.nytimes.com/2021/09/19/us/murdaugh-murders-alex-paul.html,402965,49,text/html
https://www.nytimes.com/2021/09/18/us/election-workers-legal-aid.html,323975,62,text/html
https://www.nytimes.com/interactive/2021/us/wildfires-air-quality-tracker.html,156284,38,text/html
https://www.nytimes.com/2021/05/04/us/biden-covid-vaccine-strategy.html,439623,76,text/html
https://www.nytimes.com/2021/04/23/health/johnson-covid-vaccine-blood-clots.html,437625,69,text/html
https://www.nytimes.com/2021/07/31/us/virus-unvaccinated-americans.html,738624,89,text/html
https://www.nytimes.com/2021/09/16/technology/synthetic-biology.html,388719,46,text/html
https://www.nytimes.com/section/business/energy-environment,618102,65,text/html
https://www.nytimes.com/2021/09/14/technology/how-good-is-apple-iphone-13.html,271053,45,text/html
https://www.nytimes.com/2021/09/16/business/lucid-motors-tesla.html,308099,46,text/html
https://www.nytimes.com/article/elizabeth-holmes-theranos-trial-updates.html,347196,46,text/html
https://www.nytimes.com/section/technology/personaltech,720668,107,text/html
https://www.nytimes.com/es/2021/08/30/espanol/guia-nuevo-telefono-apple-samsung.html,411426,60,text/html
https://www.nytimes.com/section/business/smallbusiness,491061,67,text/html
https://www.nytimes.com/2021/09/17/world/europe/russia-navalny-app-election.html,454962,60,text/html
https://www.nytimes.com/section/your-money,361336,69,text/html
https://www.nytimes.com/article/phone-upgrade.html,404280,57,text/html
https://www.nytimes.com/article/move-fast-and-vape-things.html,355017,41,text/html
https://www.nytimes.com/2021/09/09/technology/facebook-wayfarer-stories-smart-glasses.html,456704,57,text/html
https://www.nytimes.com/section/markets-overview,118840,42,text/html
https://www.nytimes.com/2021/09/16/technology/digital-privacy.html,466988,62,text/html
https://www.nytimes.com/2021/09/01/technology/personaltech/smartphones-camera-tips.html,441453,65,text/html
https://www.nytimes.com/section/business/dealbook,842915,105,text/html
https://www.nytimes.com/2021/09/15/technology/smartphones-iphone-android.html,368866,56,text/html
https://www.nytimes.com/2021/09/16/technology/personaltech/internet-privacy-chrome-safari.html,463550,49,text/html
https://www.nytimes.com/section/business/media,629536,65,text/html
https://www.nytimes.com/2021/09/16/technology/snowden-spying-big-tech.html,456330,77,text/html
https://www.nytimes.com/2021/09/15/world/americas/brazil-bolsonaro-social-media-ban.html,350412,47,text/html
https://www.nytimes.com/fa/2021/09/18/world/middleeast/fakhrizadeh-iran-assassination-robot-mossad.html,775159,43,text/html
https://www.nytimes.com/2021/09/17/us/brian-laundrie-gabby-petito.html,495714,57,text/html
https://www.nytimes.com/by/jesus-jimenez,342362,55,text/html
https://www.nytimes.com/by/eduardo-medina,381509,54,text/html
https://www.nytimes.com/by/christine-hauser,356170,55,text/html
https://www.nytimes.com/interactive/2021/09/09/well/family/school-kids-covid.html,227297,44,text/html
https://www.nytimes.com/section/well/family,612582,92,text/html
https://www.nytimes.com/by/alexis-soloski,253928,53,text/html
https://www.nytimes.com/2017/11/22/theater/theater-review-everybodys-talking-about-jamie-follies-young-frankenstein.html,406265,54,text/html
https://www.nytimes.com/2021/09/09/science/butterflies-eating-caterpillars.html,394897,41,text/html
https://www.nytimes.com/2021/09/15/health/covid-booster-shot-data.html,520455,73,text/html
https://www.nytimes.com/2021/09/10/science/kea-beak-tools.html,387918,44,text/html
https://www.nytimes.com/section/science/space,652549,109,text/html
https://www.nytimes.com/by/alan-rappeport,481950,57,text/html
https://www.nytimes.com/2021/07/10/us/politics/global-tax-overhaul-g20.html,369450,46,text/html
https://www.nytimes.com/2021/05/04/business/amazon-corporate-tax.html,362653,51,text/html
https://www.nytimes.com/2021/09/13/us/politics/democrats-tax-plan.html,486401,69,text/html
https://www.nytimes.com/interactive/2021/04/10/us/covid-prison-outbreak.html,776489,167,text/html
https://www.nytimes.com/interactive/2021/us/calhoun-florida-covid-cases.html,1300621,201,text/html
https://www.nytimes.com/interactive/2021/us/madison-florida-covid-cases.html,1250434,204,text/html
https://www.nytimes.com/2020/12/30/business/china-vaccine.html,535262,81,text/html
https://www.nytimes.com/2020/11/20/health/covid-vaccine-95-effective.html,441145,72,text/html
https://www.nytimes.com/live/2021/04/09/world/covid-vaccine-coronavirus-cases?type=styln-live-updates&label=coronavirus%20updates&index=0&action=click&module=spotlight&pgtype=homepage,1485583,165,text/html
https://www.nytimes.com/2021/05/07/business/economy/china-sinopharm-vaccine-who.html,453602,76,text/html
https://www.nytimes.com/2020/12/11/world/australia/uq-coronavirus-vaccine-false-positive.html,465592,73,text/html
https://www.nytimes.com/2021/05/11/health/covid-vaccine-novavax-delays.html,450525,78,text/html
https://www.nytimes.com/interactive/2021/health/bharat-biotech-covid-19-vaccine.html,392689,162,text/html
https://www.nytimes.com/2020/07/16/business/china-vaccine-coronavirus.html,516429,73,text/html
https://www.nytimes.com/live/2020/11/11/world/covid-19-coronavirus-live-updates/russias-vaccine-proves-effective-in-early-trial-data-company-says,1236850,136,text/html
https://www.nytimes.com/2021/04/25/world/us-vaccines-india-covid.html,329349,56,text/html
https://www.nytimes.com/2021/01/04/world/mexico-oxford-astrazeneca-vaccine.html,303275,54,text/html
https://www.nytimes.com/interactive/2020/health/sinovac-covid-19-vaccine.html,390804,173,text/html
https://www.nytimes.com/2021/07/12/health/covid-guillain-barre-vaccines.html?searchresultposition=1,406818,71,text/html
https://www.nytimes.com/2020/07/25/business/coronavirus-vaccine-profits-vaxart.html,535487,69,text/html
https://www.nytimes.com/2020/12/09/business/china-coronavirus-vaccine-united-arab-emirates.html,471539,76,text/html
https://www.nytimes.com/2021/06/30/science/curevac-vaccine-results.html,305095,51,text/html
https://www.nytimes.com/2020/08/11/world/europe/russia-coronavirus-vaccine-approval.html,481862,78,text/html
https://www.nytimes.com/2020/07/30/health/covid-19-vaccine-monkeys.html,431344,75,text/html
https://www.nytimes.com/interactive/2020/04/03/science/coronavirus-genome-bad-news-wrapped-in-protein.html,732054,70,text/html
https://www.nytimes.com/2021/01/03/world/asia/india-covid-19-vaccine.html,581092,85,text/html
https://www.nytimes.com/2020/10/15/business/vaxart-covid-coronavirus-vaccine.html,363417,53,text/html
https://www.nytimes.com/2021/05/06/world/sputnik-dose-virus.html,319737,51,text/html
https://www.nytimes.com/live/2021/08/02/world/covid-delta-variant-vaccine/germany-plans-to-offer-vaccine-booster-shots-starting-in-september,1522674,167,text/html
https://www.nytimes.com/live/2021/07/01/world/covid-19-vaccine-coronavirus-updates/johnson-johnson-says-its-vaccine-protects-against-the-delta-variant,1135361,141,text/html
https://www.nytimes.com/2021/03/23/business/astrazeneca-vaccine-questions.html,530664,76,text/html
https://www.nytimes.com/2020/09/23/health/covid-19-vaccine-johnson-and-johnson.html,499179,77,text/html
https://www.nytimes.com/live/2021/08/23/world/covid-delta-variant-vaccine,1189117,153,text/html
https://www.nytimes.com/2021/01/29/health/covid-vaccine-johnson-and-johnson-variants.html?action=click&module=spotlight&pgtype=homepage,531482,79,text/html
https://www.nytimes.com/2020/11/09/health/covid-vaccine-pfizer.html?smid=tw-share,586511,86,text/html
https://www.nytimes.com/2020/12/08/business/covid-vaccine-oxford-astrazeneca.html,742134,90,text/html
https://www.nytimes.com/2020/12/08/business/covid-vaccine-oxford-astrazeneca.html?searchresultposition=1,742134,91,text/html
https://www.nytimes.com/2020/12/07/business/china-vaccine-astrazeneca.html?searchresultposition=1,745169,96,text/html
https://www.nytimes.com/2021/04/14/world/europe/denmark-astrazeneca-vaccine.html,333631,55,text/html
https://www.nytimes.com/2021/05/07/business/economy/china-sinopharm-vaccine-who.html?action=click&module=relatedlinks&pgtype=article,453602,77,text/html
https://www.nytimes.com/2021/03/25/world/asia/india-covid-vaccine-astrazeneca.html?searchresultposition=6,561524,84,text/html
https://www.nytimes.com/interactive/2020/health/pfizer-biontech-covid-19-vaccine.html,486898,183,text/html
https://www.nytimes.com/2020/08/27/health/covid-19-vaccines.html,535561,75,text/html
https://www.nytimes.com/2020/12/11/health/pfizer-vaccine-authorized.html,612491,87,text/html
https://www.nytimes.com/2021/01/25/world/middleeast/israels-vaccine-data.html,484849,73,text/html
https://www.nytimes.com/2020/12/18/health/covid-vaccine-fda-moderna.html,574583,70,text/html
https://www.nytimes.com/2020/08/11/world/coronavirus-covid-19.html,936085,96,text/html
https://www.nytimes.com/2021/01/09/world/europe/coronavirus-mutations.html,660321,94,text/html
https://www.nytimes.com/2020/07/17/health/coronavirus-vaccine-johnson-janssen.html,680451,72,text/html
https://www.nytimes.com/interactive/2020/health/moderna-covid-19-vaccine.html,466299,172,text/html
https://www.nytimes.com/2020/07/31/health/covid-19-vaccine-sanofi-gsk.html,394848,69,text/html
https://www.nytimes.com/2020/07/07/health/novavax-coronavirus-vaccine-warp-speed.html,420896,76,text/html
https://www.nytimes.com/2020/09/24/health/covid-19-vaccine-novavax.html,461483,75,text/html
https://www.nytimes.com/2021/09/15/well/move/exercise-daily-steps-recommended.html,359759,47,text/html
https://www.nytimes.com/column/global-health,393764,59,text/html
https://www.nytimes.com/interactive/2021/03/31/world/global-vaccine-supply-inequity.html,243077,53,text/html
https://www.nytimes.com/2021/04/16/world/vaccine-hesitancy-africa.html,336074,74,text/html
https://www.nytimes.com/by/abdi-latif-dahir,318114,55,text/html
https://www.nytimes.com/2021/06/22/world/africa/africa-covid-crisis-variants.html,515272,80,text/html
https://www.nytimes.com/2021/04/24/world/africa/africa-india-vaccine-threat.html,390323,85,text/html
https://www.nytimes.com/2021/07/01/world/africa-vaccine-access-eu.html,376954,75,text/html
https://www.nytimes.com/2021/03/25/world/asia/india-covid-vaccine-astrazeneca.html,561955,83,text/html
https://www.nytimes.com/2021/05/20/health/severe-covid-africa-lancet.html,322937,43,text/html
https://www.nytimes.com/2021/03/22/world/africa/africa-vaccine-inequality-covid.html,543202,79,text/html
https://www.nytimes.com/2021/05/12/business/economy/covid-seychelles-sinopharm.html,490821,71,text/html
https://www.nytimes.com/2021/07/08/world/africa-coronavirus-cases-who.html,333624,60,text/html
https://www.nytimes.com/2020/09/18/business/coronavirus-covid-vaccine-cold-frozen-logistics.html,492880,75,text/html
https://www.nytimes.com/2021/09/18/sports/tennis/davis-cup-forest-hills.html,422776,44,text/html
https://www.nytimes.com/2021/09/15/sports/soccer/ibai-llanos-lionel-messi.html,425005,53,text/html
https://www.nytimes.com/newsletters/signup/msb,63484,8,text/html
https://www.nytimes.com/2021/09/19/sports/tik-tok-runner.html,352240,45,text/html
https://www.nytimes.com/2021/09/17/sports/baseball/somerset-patriots-flooding.html,476859,47,text/html
https://www.nytimes.com/ca/section/sports/baseball,639634,89,text/html
https://www.nytimes.com/ca/section/sports/basketball,469022,62,text/html
https://www.nytimes.com/news-event/olympics-tokyo,993153,140,text/html
https://www.nytimes.com/2021/09/15/us/georgetown-tennis-coach-guilty-varsity-blues.html,311747,43,text/html
https://www.nytimes.com/newsletters/signup/sp,91257,36,text/html
https://www.nytimes.com/es/2021/09/16/espanol/ibai-llanos-messi.html,425547,54,text/html
https://www.nytimes.com/2021/09/18/sports/baseball/jose-abreu-white-sox.html,402163,52,text/html
https://www.nytimes.com/ca/section/sports/tennis,590425,62,text/html
https://www.nytimes.com/2021/09/16/sports/baseball/ruly-carpenter-dead.html,356001,57,text/html
https://www.nytimes.com/ca/section/sports/football,530571,62,text/html
https://www.nytimes.com/2021/09/17/sports/football/giants-washington-score.html,322513,46,text/html
https://www.nytimes.com/2021/09/19/sports/football/carl-nassib-raiders-gay.html,401946,53,text/html
