time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-09-20T00:51:37Z,161,0,0,0,0,0,26414524,1467,23268635,0,0,0,0,0,0,43552,0,0,0,0,0,0,0,1317,20,0,125,1,6,14530,0,0,0,0,0, ,0,0,0,0,0,0,43525,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,295734952,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,36929,0,6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T00:52:37Z,161,0,0,0,0,0,27134316,1467,23988427,0,0,0,0,0,0,44856,0,0,0,0,0,0,0,1362,20,0,115,1,6,19483,0,0,0,0,0, ,0,0,0,0,0,0,44816,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,102,336135456,2,0,0,0,0,0,0,0,0,0,0,2,0,10,0,700,0,28,0,1400,0,0,0,0,0,0,0,0,0,0,39606,0,5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:01:23Z,161,0,0,0,0,0,28265700,1467,25119811,0,0,0,0,0,0,61796,0,0,0,0,0,0,0,1429,22,0,105,1,6,28966,0,0,0,0,0, ,0,0,0,0,0,0,61762,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,155,377338528,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,54802,0,6805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:02:23Z,161,0,0,0,0,0,29488740,1467,26342851,0,0,0,0,0,0,49316,0,0,0,0,0,0,0,1509,24,0,97,1,6,15326,0,0,0,0,0, ,0,0,0,0,0,0,49286,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,121,450823728,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,41469,0,7663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:03:23Z,161,0,0,0,0,0,30933604,1467,27787715,0,0,0,0,0,0,54675,0,0,0,0,0,0,0,1606,24,0,86,1,6,15479,0,0,0,0,0, ,0,0,0,0,0,0,54649,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,67,181,239311720,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,45599,0,8850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:04:23Z,161,0,0,0,0,0,31950012,1467,28804123,0,0,0,0,0,0,45553,0,0,0,0,0,0,0,1679,24,0,79,1,6,14172,0,0,0,0,0, ,0,0,0,0,0,0,45522,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,81,185,384187048,1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,38954,0,6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:05:23Z,161,0,0,0,0,0,32591404,1467,29445515,0,0,0,0,0,0,37308,0,0,0,0,0,0,0,1717,25,0,69,1,6,12583,0,0,0,0,0, ,0,0,0,0,0,0,37279,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,143,75,207,284435040,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,32724,0,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:06:23Z,161,0,0,0,0,0,32875052,1467,29729163,0,0,0,0,0,0,31066,0,0,0,0,0,0,0,1732,26,0,60,1,6,11991,0,0,0,0,0, ,0,0,0,0,0,0,31033,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,103,67,190,480100192,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,28642,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:07:23Z,161,0,0,0,0,0,33336252,1467,30190363,0,0,0,0,0,0,36842,0,0,0,0,0,0,0,1763,26,0,50,1,6,13823,0,0,0,0,0, ,0,0,0,0,0,0,36807,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,73,170,430168568,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,33442,0,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:08:23Z,161,0,0,0,0,0,33645116,1467,30499227,0,0,0,0,0,0,29302,0,0,0,0,0,0,0,1780,26,0,42,1,6,11571,0,0,0,0,0, ,0,0,0,0,0,0,29271,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,88,206,292166384,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,26612,0,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:09:23Z,161,0,0,0,0,0,33739124,1467,30593235,0,0,0,0,0,0,26213,0,0,0,0,0,0,0,1786,26,0,34,1,6,11446,0,0,0,0,0, ,0,0,0,0,0,0,26180,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,82,217,327768696,1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,24881,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:10:23Z,161,0,0,0,0,0,33959172,1467,30813283,0,0,0,0,0,0,32444,0,0,0,0,0,0,0,1798,26,0,25,1,6,12407,0,0,0,0,0, ,0,0,0,0,0,0,32412,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157,108,271,397046776,2,0,0,0,0,0,0,0,0,0,0,2,0,9,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,30508,0,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:11:23Z,161,0,0,0,0,0,34050188,1467,30904299,0,0,0,0,0,0,30645,0,0,0,0,0,0,0,1796,26,0,15,1,6,12149,0,0,0,0,0, ,0,0,0,0,0,0,30609,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,182,71,211,561213856,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,29161,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:12:23Z,161,0,0,0,0,0,34216780,1467,31070891,0,0,0,0,0,0,35937,0,0,0,0,0,0,0,1802,26,0,7,1,6,14752,0,0,0,0,0, ,0,0,0,0,0,0,35911,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,156,49,251,303065544,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,34309,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:13:23Z,161,0,0,0,0,0,34462724,1467,31316835,0,0,0,0,0,0,30492,0,0,0,0,0,0,0,1811,26,0,0,1,6,11032,0,0,0,0,0, ,0,0,0,0,0,0,30466,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,129,400734944,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,28131,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:14:23Z,161,0,0,0,0,0,34709148,1467,31563259,0,0,0,0,0,0,40499,0,0,0,0,0,0,0,1828,27,0,-1,1,6,14940,0,0,0,0,0, ,0,0,0,0,0,0,43969,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,113,39,231,377966416,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,129,0,3480,0,258,0,0,0,0,0,0,0,0,0,0,32252,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20T01:14:54Z,483,0,0,0,0,0,36116706,2335,32970495,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1828,27,0,-1,1,6,12,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,8597047220,2,8589951595,1,0,247,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632097896782,3145728,0,0,587,0,1,5,1,6,1,0,0,3,5,0,0,0,0,0,0,76,2,0,0,8192,4,27110373,29,0,0,0,1,0,0,0,0,466529312,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
